name,is_male,is_fictional,age,is_married,is_turkish,from_movie,from_anime,from_tv_series,is_politician,is_actor,is_singer,is_sportsman,is_historical,popularity_score,height_cm,has_children,is_alive,birth_year,category,nationality,has_beard,wears_glasses,is_football_player,is_rapper,is_youtuber,known_for,is_director,is_model,is_comedian,is_tv_host,is_villain,is_superhero,burc,likes_strawberry_milk,has_dog,has_cat,favorite_food,spotify_listeners_million,played_for_galatasaray,played_for_fenerbahce,played_for_besiktas,played_for_real_madrid,won_ballon_dor,won_oscar,won_grammy,divorced,has_famous_partner,is_bald,has_tattoo,known_for_80s
Eric Cantona,1,0,60,0,0,0,0,0,0,0,0,1,0,90,188,0,1,1966,Futbolcu,Fransız,0,0,1,0,0,"Manchester United karizması, kung-fu tekmesi, yakalı forma",0,0,0,0,0,0,Balık,1,1,0,pancake,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Viktor Frankl,1,0,121,1,0,0,0,0,0,0,0,0,0,88,0,0,0,1905,Psikolog,Avusturyalı,0,0,0,0,0,"İnsanın Anlam Arayışı, logoterapi, toplama kampı deneyimi",0,0,0,0,0,0,Başak,0,1,0,pasta,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Shah Rukh Khan,1,0,61,1,0,1,0,1,0,1,0,0,0,96,0,1,1,1965,Oyuncu,Hint,1,1,0,0,0,"DDLJ, Bollywood romantizm kralı, kollarını açma pozu",0,0,0,0,0,0,Koç,0,0,0,burger,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Future,1,0,43,0,0,0,0,0,0,0,1,0,0,86,0,0,1,1983,Müzisyen,Amerikalı,0,0,0,1,0,"Mask Off, trap sound, autotune melankolisi",0,0,0,0,0,0,Balık,0,1,0,steak,8.6,0,0,0,0,0,0,0,0,0,0,0,0
Brian Cox,1,0,58,0,0,0,0,0,0,0,0,0,0,84,0,1,1,1968,Bilim İnsanı,İngiliz,1,0,0,0,0,"BBC bilim belgeselleri, parçacık fiziği, eski müzisyenlik",0,0,0,0,0,0,Terazi,0,1,0,salad,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Christian Dior,1,0,52,0,0,1,0,0,0,0,0,0,1,96,178,0,0,1905,Modacı,Fransız,0,0,0,0,0,New Look ve haute couture,0,1,0,0,0,0,Aquarius,0,0,0,French cuisine,0.0,0,0,0,0,0,0,0,0,0,1,0,0
Jamie Lee Curtis,1,0,68,0,0,1,0,1,0,1,0,0,0,90,0,0,1,1958,Oyuncu,Amerikalı,1,0,0,0,0,"Halloween Laurie, Everything Everywhere All at Once, scream queen",0,0,0,0,0,0,Kova,0,1,0,ramen,0.0,0,0,0,0,0,0,0,0,0,0,0,1
İsmail Küçükkaya,1,0,56,1,1,0,0,1,0,0,0,0,0,82,0,0,1,1970,Sunucu,Türk,0,0,0,0,0,"Çalar Saat, Halk TV programları, seçim yayını moderatörlüğü",0,0,0,1,0,0,Boğa,0,0,1,gözleme,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Joe Biden,1,0,84,1,0,0,0,0,1,0,0,0,0,94,0,0,1,1942,Lider,Amerikalı,1,1,0,0,0,"ABD başkanlığı, Obama dönemi başkan yardımcılığı, Delaware senatörlüğü",0,0,0,0,0,0,Yay,0,1,0,burger,0.0,0,0,0,0,0,0,0,0,1,0,1,0
Katalin Karikó,0,0,71,1,0,0,0,0,0,0,0,0,0,90,0,0,1,1955,Bilim İnsanı,Macar,0,0,0,0,0,"mRNA teknolojisi, Nobel Fizyoloji, aşı platformları",0,0,0,0,0,0,Başak,0,0,0,falafel,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Hıfzı Topuz,1,0,103,1,1,0,0,0,0,0,0,0,0,74,0,0,0,1923,Yazar,Türk,1,0,0,0,0,"Meyyale, iletişim tarihi, gazetecilik anıları",0,0,0,0,0,0,Yay,1,0,0,lahmacun,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Nazlı Eray,0,0,81,0,1,0,0,0,0,0,0,0,0,76,0,1,1,1945,Yazar,Türk,0,0,0,0,0,"fantastik romanlar, Aşkı Giyinen Adam, düşsel anlatım",0,0,0,0,0,0,Yengeç,0,0,1,gözleme,0.0,0,0,0,0,0,0,0,1,0,0,0,1
Bernard Lewis,1,0,110,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1916,Tarihçi,İngiliz-Amerikalı,1,0,0,0,0,"Ortadoğu tarihi, Modern Türkiye'nin Doğuşu, İslam dünyası çalışmaları",0,0,0,0,0,0,İkizler,0,1,0,taco,0.0,0,0,0,0,0,0,0,0,1,0,1,0
Greta Gerwig,0,0,43,1,0,1,0,0,0,0,0,0,0,90,0,0,1,1983,Yönetmen,Amerikalı,0,1,0,0,0,"Barbie, Lady Bird, Little Women",1,0,0,0,0,0,Aslan,0,0,0,salad,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Schama,1,0,81,0,0,0,0,1,0,0,0,0,0,78,0,0,1,1945,Tarihçi,İngiliz,0,0,0,0,0,"A History of Britain, sanat tarihi, televizyon belgeselleri",0,0,0,1,0,0,Balık,0,0,0,steak,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Ayfer Tunç,1,0,62,1,1,0,0,0,0,0,0,0,0,80,0,1,1,1964,Yazar,Türk,0,0,0,0,0,"Bir Deliler Evinin Yalan Yanlış Anlatılan Kısa Tarihi, Aziz Bey Hadisesi, çağdaş roman",0,0,0,0,0,0,Oğlak,0,1,1,iskender,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Larry Page,1,0,53,0,0,0,0,0,0,0,0,0,0,92,0,0,1,1973,Girişimci,Amerikalı,0,0,0,0,0,"Google kurucusu, PageRank, Alphabet",0,0,0,0,0,0,Balık,0,1,0,falafel,0.0,0,0,0,0,0,0,0,0,0,1,0,0
Ahmet Hakan,1,0,59,0,1,0,0,0,0,0,0,0,0,82,0,0,1,1967,Gazeteci,Türk,1,0,0,0,0,"Tarafsız Bölge, Hürriyet yazıları, Kanal 7 geçmişi",0,0,0,0,0,0,İkizler,0,1,0,sarma,0.0,0,0,0,0,0,0,0,0,1,0,1,1
Carlo Rovelli,1,0,70,0,0,0,0,0,0,0,0,0,0,84,0,0,1,1956,Bilim İnsanı,İtalyan,1,0,0,0,0,"döngü kuantum kütleçekimi, Seven Brief Lessons, zaman felsefesi",0,0,0,0,0,0,İkizler,0,1,0,burger,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Park Chan-wook,1,0,63,1,0,1,0,0,0,0,0,0,0,88,0,0,1,1963,Yönetmen,Güney Koreli,0,0,0,0,0,"Oldboy, Handmaiden, intikam üçlemesi",1,0,0,0,0,0,Başak,0,0,0,noodle,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Pink,1,0,47,0,0,0,0,0,0,0,1,0,0,90,0,1,1,1979,Müzisyen,Amerikalı,1,0,0,0,0,"Just Give Me a Reason, akrobatik sahne şovları, güçlü pop-rock",0,0,0,0,0,0,Terazi,0,1,0,salad,9.0,0,0,0,0,0,0,1,0,0,0,1,0
Avril Lavigne,1,0,42,1,0,0,0,0,0,0,1,0,0,90,0,0,1,1984,Müzisyen,Kanadalı,1,0,0,0,0,"Complicated, Sk8er Boi, pop-punk prensesi",0,0,0,0,0,0,Aslan,0,1,0,ramen,9.0,0,0,0,0,0,0,1,0,0,0,0,0
Jacques Derrida,1,0,96,0,0,0,0,0,0,0,0,0,0,88,0,0,0,1930,Filozof,Fransız,0,0,0,0,0,"yapısöküm, Of Grammatology, postyapısalcı felsefe",0,0,0,0,0,0,Akrep,0,1,1,steak,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Erdem Bayazıt,1,0,87,1,1,0,0,0,0,0,0,0,0,76,0,1,1,1939,Yazar,Türk,0,0,0,0,0,"Sebeb Ey, Yedi Güzel Adam, Akabe şiirleri",0,0,0,0,0,0,Oğlak,1,0,1,çiğ köfte,0.0,0,0,0,0,0,0,0,1,0,0,0,0
Jonah Hill,1,0,43,1,0,1,0,1,0,1,0,0,0,86,0,1,1,1983,Oyuncu,Amerikalı,0,0,0,0,0,"Superbad, Wolf of Wall Street, komedi-drama dönüşümü",0,0,1,0,0,0,Oğlak,0,0,1,falafel,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Rock,1,0,61,1,0,1,0,1,0,1,0,0,0,90,0,1,1,1965,Komedyen,Amerikalı,1,1,0,0,0,"stand-up komedisi, Everybody Hates Chris, Oscar tokadı sahnesi",0,0,1,0,0,0,Koç,0,0,0,curry,0.0,0,0,0,0,0,0,0,1,0,0,1,1
Bettany Hughes,1,0,59,0,0,0,0,1,0,0,0,0,0,76,0,1,1,1967,Tarihçi,İngiliz,0,0,0,0,0,"antik dünya belgeselleri, İstanbul programları, popüler tarih",0,0,0,1,0,0,Yengeç,0,0,1,noodle,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Fernand Braudel,1,0,124,1,0,0,0,0,0,0,0,0,0,86,0,1,0,1902,Tarihçi,Fransız,0,0,0,0,0,"Akdeniz, Annales ekolü, uzun süre kavramı",0,0,0,0,0,0,Oğlak,0,1,1,risotto,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Morgan,1,0,37,0,0,0,0,0,0,0,0,1,0,88,170,1,1,1989,Futbolcu,Amerikalı,1,0,1,0,0,"USWNT forveti, tea celebration, kadın futbolu ikonu",0,0,0,0,0,0,Terazi,0,0,0,burger,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Marco van Basten,1,0,62,1,0,0,0,0,0,0,0,1,0,90,188,0,1,1964,Futbolcu,Hollandalı,1,0,1,0,0,"Euro 1988 volesi, Milan, zarif santrfor",0,0,0,0,0,0,Aslan,1,1,0,paella,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Bekir Coşkun,1,0,81,1,1,0,0,0,0,0,0,0,0,78,0,0,1,1945,Gazeteci,Türk,1,0,0,0,0,"Hayvan hakları yazıları, Cumhuriyet-Sözcü köşeleri, mizahi muhalif dil",0,0,0,0,0,0,Yay,0,0,0,pide,0.0,0,0,0,0,0,0,0,0,0,0,1,1
David Starkey,1,0,81,0,0,0,0,1,0,0,0,0,0,74,0,0,1,1945,Tarihçi,İngiliz,0,0,0,0,0,"Tudor tarihi, televizyon belgeselleri, tartışmalı yorumlar",0,0,0,1,0,0,Balık,0,0,0,noodle,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Jack Ma,1,0,59,1,0,0,0,0,0,0,0,0,1,95,161,3,1,1964,İş Adamı,Çinli,0,0,0,0,0,Alibaba kurucusu ve eski öğretmen,0,0,0,0,0,0,Virgo,0,0,0,Pirinç,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Haneke,1,0,84,0,0,1,0,0,0,0,0,0,0,84,0,1,1,1942,Yönetmen,Avusturyalı,0,0,0,0,0,"Amour, Funny Games, soğuk Avrupa sineması",1,0,0,0,0,0,Yengeç,0,0,1,risotto,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Arnold Toynbee,1,0,137,0,0,0,0,0,0,0,0,0,0,82,0,0,0,1889,Tarihçi,İngiliz,1,0,0,0,0,"A Study of History, uygarlık döngüleri, dünya tarihi sentezi",0,0,0,0,0,0,Kova,1,0,0,paella,0.0,0,0,0,0,0,0,0,0,0,0,0,0
İskender Pala,1,0,68,0,1,0,0,0,0,0,0,0,0,82,0,0,1,1958,Yazar,Türk,1,0,0,0,0,"divan edebiyatı romanları, Babil'de Ölüm İstanbul'da Aşk, akademisyenlik",0,0,0,0,0,0,İkizler,0,0,0,pide,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Luka Dončić,1,0,27,0,0,0,0,0,0,0,0,1,0,92,201,0,1,1999,Sporcu,Sloven,0,0,0,0,0,"Dallas Mavericks, triple-double, Avrupa basketbol çıkışı",0,0,0,0,0,0,Balık,0,1,0,falafel,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Rasim Özdenören,1,0,86,0,1,0,0,0,0,0,0,0,0,80,0,1,1,1940,Yazar,Türk,1,0,0,0,0,"Gül Yetiştiren Adam, Yedi Güzel Adam, deneme yazıları",0,0,0,0,0,0,Terazi,1,0,0,menemen,0.0,0,0,0,0,0,0,0,0,0,0,1,0
André 3000,1,0,51,1,0,0,0,0,0,0,1,0,0,88,0,1,1,1975,Müzisyen,Amerikalı,0,0,0,1,0,"OutKast, Hey Ya!, deneysel rap kişiliği",0,0,0,0,0,0,Oğlak,0,0,1,risotto,8.8,0,0,0,0,0,0,0,0,0,0,0,0
Suraiya Faroqhi,1,0,85,1,0,0,0,0,0,0,0,0,0,78,0,0,1,1941,Tarihçi,Alman-Türk,1,1,0,0,0,"Osmanlı sosyal tarihi, gündelik hayat, zanaatkârlar",0,0,0,0,0,0,Aslan,0,1,0,salad,0.0,0,0,0,0,0,0,0,0,1,0,0,0
Hilmi Yavuz,1,0,90,0,1,0,0,0,0,0,0,0,0,76,0,1,0,1936,Yazar,Türk,1,0,0,0,0,"Doğu Şiirleri, denemeler, felsefi şiir dili",0,0,0,0,0,0,Terazi,0,0,0,döner,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Oğuzhan Uğur,1,0,42,0,1,0,0,0,0,0,0,0,0,86,0,1,1,1984,Youtuber,Türk,0,0,0,0,1,"Mevzular Açık Mikrofon, BaBaLa TV, müzik ve sosyal medya",0,0,0,0,0,0,Yengeç,0,0,1,baklava,0.0,0,0,0,0,0,0,0,0,0,1,0,0
Hıncal Uluç,1,0,87,1,1,0,0,0,0,0,0,0,0,82,0,0,1,1939,Gazeteci,Türk,1,0,0,0,0,"Sabah yazıları, spor-magazin yorumları, sivri üslup",0,0,0,0,0,0,Yay,0,0,0,gözleme,0.0,0,0,0,0,0,0,0,0,0,1,1,0
Asghar Farhadi,1,0,54,1,0,1,0,0,0,0,0,0,0,84,0,1,1,1972,Yönetmen,İranlı,0,0,0,0,0,"A Separation, The Salesman, ahlaki ikilemler",1,0,0,0,0,0,Oğlak,1,1,1,sushi,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Sam Smith,1,0,34,0,0,0,0,0,0,0,1,0,0,88,0,0,1,1992,Müzisyen,İngiliz,1,0,0,0,0,"Stay With Me, Unholy, güçlü falsetto",0,0,0,0,0,0,Kova,0,0,0,curry,8.8,0,0,0,0,0,0,0,0,0,0,0,0
Kip Thorne,1,0,86,1,0,0,0,0,0,0,0,0,0,90,0,1,1,1940,Bilim İnsanı,Amerikalı,1,0,0,0,0,"kütleçekim dalgaları, Interstellar danışmanlığı, Nobel Fizik",0,0,0,0,0,0,Koç,0,0,0,salad,0.0,0,0,0,0,0,0,0,0,0,0,1,0
Ricky Gervais,1,0,65,0,0,1,0,1,0,1,0,0,0,88,0,0,1,1961,Komedyen,İngiliz,0,0,0,0,0,"The Office UK, Golden Globes monologları, ateist mizah",0,0,1,0,0,0,Akrep,1,1,1,pancake,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Samuel Eto'o,1,0,45,1,0,0,0,0,0,0,0,1,0,90,180,0,1,1981,Futbolcu,Kamerunlu,0,0,1,0,0,"Barcelona-Inter üçlemesi, Afrika futbolu, hızlı bitiricilik",0,0,0,0,0,0,Boğa,1,0,1,sushi,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Deepika Padukone,1,0,40,0,0,1,0,1,0,1,0,0,0,92,0,0,1,1986,Oyuncu,Hint,1,0,0,0,0,"Padmaavat, Chennai Express, Bollywood global yüzü",0,0,0,0,0,0,Kova,0,0,0,ramen,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Alicia Keys,1,0,45,0,0,0,0,0,0,0,1,0,0,90,0,1,1,1981,Müzisyen,Amerikalı,0,0,0,0,0,"Fallin', piano soul, New York şarkıları",0,0,0,0,0,0,Yengeç,1,0,1,sushi,9.0,0,0,0,0,0,0,1,0,0,1,0,0
Oprah Winfrey,1,0,72,0,0,0,0,1,0,0,0,0,0,98,0,1,1,1954,Sunucu,Amerikalı,1,0,0,0,0,"The Oprah Winfrey Show, medya imparatorluğu, kitap kulübü",0,0,0,1,0,0,Terazi,0,0,0,taco,0.0,0,0,0,0,0,0,0,1,0,0,1,1
İzel Çeliköz,1,0,57,0,1,0,0,0,0,0,1,0,0,80,0,0,1,1969,Müzisyen,Türk,0,0,0,0,0,"Hasretim, İzel-Çelik-Ercan, 90'lar popu",0,0,0,0,0,0,Balık,0,1,0,baklava,8.0,0,0,0,0,0,0,0,0,0,0,0,1
Conan O'Brien,1,0,63,1,0,0,0,1,0,0,0,0,0,86,0,0,1,1963,Sunucu,Amerikalı,0,0,0,0,0,"Late Night, kızıl saçlı talk show tarzı, podcast",0,0,0,1,0,0,Boğa,1,0,1,pancake,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Nihat Hatipoğlu,1,0,71,1,1,0,0,1,0,0,0,0,0,84,0,0,1,1955,İlahiyatçı,Türk,0,0,0,0,0,"Ramazan programları, dini sohbetler, televizyon ekranı",0,0,0,1,0,0,Boğa,0,1,1,çiğ köfte,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Emrah Serbes,1,0,45,1,1,0,0,0,0,0,0,0,0,80,0,1,1,1981,Yazar,Türk,0,0,0,0,0,"Behzat Ç. romanları, Erken Kaybedenler, Ankara suç dili",0,0,0,0,0,0,Oğlak,0,1,1,çiğ köfte,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Cemil Meriç,1,0,110,0,1,0,0,0,0,0,0,0,0,86,0,0,0,1916,Yazar,Türk,1,0,0,0,0,"Bu Ülke, Jurnal, düşünce yazıları",0,0,0,0,0,0,Kova,0,1,0,çiğ köfte,0.0,0,0,0,0,0,0,0,0,1,0,0,0
Hernán Crespo,1,0,51,1,0,0,0,0,0,0,0,1,0,82,184,0,1,1975,Futbolcu,Arjantinli,1,1,1,0,0,"Parma-Lazio golleri, Milan finali, zarif santrfor",0,0,0,0,0,0,Aslan,0,0,0,curry,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Irrfan Khan,1,0,59,1,0,1,0,1,0,1,0,0,0,90,0,0,1,1967,Oyuncu,Hint,1,0,0,0,0,"Life of Pi, The Lunchbox, Hollywood-Hint sineması geçişi",0,0,0,0,0,0,Yay,0,0,0,ramen,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Claudia Sheinbaum,0,0,64,0,0,0,0,0,1,0,0,0,0,82,0,1,1,1962,Lider,Meksikalı,0,0,0,0,0,"Meksika başkanlığı, Mexico City yönetimi, iklim bilimci geçmişi",0,0,0,0,0,0,Yengeç,0,1,1,risotto,0.0,0,0,0,0,0,0,0,1,0,0,0,1
Britney Spears,1,0,45,0,0,0,0,0,0,0,1,0,0,96,0,0,1,1981,Müzisyen,Amerikalı,0,0,0,0,0,"...Baby One More Time, conservatorship davası, pop prensesi",0,0,0,0,0,0,Akrep,1,1,1,sushi,9.6,0,0,0,0,0,0,1,0,0,0,0,0
Küçük İskender,1,0,62,1,1,0,0,0,0,0,0,0,0,80,0,1,1,1964,Yazar,Türk,0,0,0,0,0,"marjinal şiir, Periler Ölürken Özür Diler, yeraltı edebiyatı",0,0,0,0,0,0,Oğlak,0,0,1,gözleme,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Lee Kuan Yew,1,0,103,0,0,0,0,0,1,0,0,0,0,92,0,1,0,1923,Lider,Singapurlu,1,0,0,0,0,"Singapur'un kurucu başbakanı, şehir devlet modernleşmesi, sert yönetim",0,0,0,0,0,0,Terazi,1,1,0,pizza,0.0,0,0,0,0,0,0,0,0,1,0,1,0
Mary Beard,0,0,71,0,0,0,0,1,0,0,0,0,0,82,0,0,1,1955,Tarihçi,İngiliz,0,0,0,0,0,"SPQR, Roma tarihi, televizyon belgeselleri",0,0,0,1,0,0,Akrep,0,0,1,risotto,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Fuat Keyman,1,0,68,1,1,0,0,0,0,0,0,0,0,74,0,0,1,1958,Akademisyen,Türk,0,0,0,0,0,"demokrasi çalışmaları, Türkiye siyaseti, Sabancı Üniversitesi",0,0,0,0,0,0,Boğa,0,1,1,kuru fasulye,0.0,0,0,0,0,0,0,0,0,0,1,0,1
Will Durant,1,0,141,0,0,0,0,0,0,0,0,0,0,82,0,1,0,1885,Tarihçi,Amerikalı,1,0,0,0,0,"The Story of Civilization, Ariel Durant ortaklığı, popüler tarih",0,0,0,0,0,0,Terazi,0,1,0,curry,0.0,0,0,0,0,0,0,0,1,0,0,1,0
Alicia Vikander,1,0,38,0,0,1,0,1,0,1,0,0,0,86,0,1,1,1988,Oyuncu,İsveçli,0,0,0,0,0,"The Danish Girl, Tomb Raider, Ex Machina",0,0,0,0,0,0,Yengeç,0,0,1,pasta,0.0,0,0,0,0,0,0,0,1,0,0,0,0
Laura Dern,0,0,59,0,0,1,0,1,0,1,0,0,0,88,0,0,1,1967,Oyuncu,Amerikalı,0,0,0,0,0,"Jurassic Park, Marriage Story, David Lynch filmleri",0,0,0,0,0,0,İkizler,0,0,0,burger,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Sundar Pichai,1,0,54,0,0,0,0,0,0,0,0,0,0,90,0,0,1,1972,Girişimci,Hint-Amerikalı,0,0,0,0,0,"Google CEO'luğu, Chrome, Alphabet yönetimi",0,0,0,0,0,0,Akrep,0,0,1,falafel,0.0,0,0,0,0,0,0,0,0,0,1,0,1
Matthias Schoenaerts,1,0,49,0,0,1,0,1,0,1,0,0,0,80,0,1,1,1977,Oyuncu,Belçikalı,1,0,0,0,0,"Rust and Bone, Bullhead, fiziksel oyunculuk",0,0,0,0,0,0,Terazi,1,1,0,paella,0.0,0,0,0,0,0,0,0,0,1,0,1,0
Yuval Noah Harari,1,0,50,0,0,0,0,0,0,0,0,0,0,90,0,0,1,1976,Yazar,İsrailli,1,0,0,0,0,"Sapiens, Homo Deus, tarih ve gelecek anlatıları",0,0,0,0,0,0,Kova,1,1,0,pizza,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Adams,1,0,67,0,0,0,0,0,0,0,1,0,0,88,0,1,1,1959,Müzisyen,Kanadalı,1,0,0,0,0,"Summer of '69, Everything I Do, rock baladları",0,0,0,0,0,0,Terazi,0,0,0,taco,8.8,0,0,0,0,0,0,0,1,0,0,1,1
Neve Campbell,1,0,53,0,0,1,0,1,0,1,0,0,0,84,0,1,1,1973,Oyuncu,Kanadalı,1,0,0,0,0,"Scream Sidney Prescott, Party of Five, korku ikonu",0,0,0,0,0,0,Terazi,0,1,0,curry,0.0,0,0,0,0,0,0,0,0,1,0,1,0
Jack Dorsey,1,0,50,0,0,0,0,0,0,0,0,0,0,88,0,0,1,1976,Girişimci,Amerikalı,0,0,0,0,0,"Twitter kuruculuğu, Square/Block, kısa mesaj kültürü",0,0,0,0,0,0,Akrep,0,0,1,pasta,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Stellan Skarsgård,1,0,75,1,0,1,0,1,0,1,0,0,0,86,0,0,1,1951,Oyuncu,İsveçli,0,0,0,0,0,"Dune Baron, Chernobyl, Lars von Trier filmleri",0,0,0,0,0,0,Başak,0,1,0,falafel,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Miuccia Prada,1,0,77,0,0,0,0,0,0,0,0,0,0,88,0,0,1,1949,Moda Tasarımcısı,İtalyan,0,0,0,0,0,"Prada, entelektüel moda, nylon çanta",0,0,0,0,0,0,Akrep,1,0,1,sushi,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Ava DuVernay,1,0,54,0,0,1,0,0,0,0,0,0,0,82,0,0,1,1972,Yönetmen,Amerikalı,1,0,0,0,0,"Selma, 13th, sosyal adalet belgeselleri",1,0,0,0,0,0,Kova,0,0,0,ramen,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Tina Fey,1,0,56,1,0,1,0,1,0,1,0,0,0,88,0,1,1,1970,Komedyen,Amerikalı,1,1,0,0,0,"30 Rock, SNL Sarah Palin taklidi, Mean Girls senaryosu",0,0,1,0,0,0,Koç,0,1,0,ramen,0.0,0,0,0,0,0,0,0,1,1,0,1,1
John Legend,1,0,48,0,0,0,0,0,0,0,1,0,0,88,0,0,1,1978,Müzisyen,Amerikalı,1,0,0,0,0,"All of Me, EGOT başarısı, piyano baladları",0,0,0,0,0,0,İkizler,1,1,0,pizza,8.8,0,0,0,0,0,0,0,0,0,0,1,0
LL Cool J,1,0,58,0,0,0,0,0,0,0,1,0,0,84,0,1,1,1968,Müzisyen,Amerikalı,0,0,0,1,0,"Mama Said Knock You Out, rap-rock enerjisi, NCIS oyunculuğu",0,0,0,0,0,0,Yengeç,1,1,1,sushi,8.4,0,0,0,0,0,0,0,0,0,0,0,1
Bong Joon-ho,1,0,57,1,0,1,0,0,0,0,0,0,0,92,0,0,1,1969,Yönetmen,Güney Koreli,1,1,0,0,0,"Parasite, Snowpiercer, sınıf hicvi",1,0,0,0,0,0,Yay,0,0,0,salad,0.0,0,0,0,0,0,0,0,0,0,0,1,1
Sebastian Thrun,1,0,59,0,0,0,0,0,0,0,0,0,0,82,0,0,1,1967,Bilim İnsanı,Alman,0,0,0,0,0,"Google self-driving car, Udacity, robotik",0,0,0,0,0,0,Akrep,0,0,1,noodle,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Zayn Malik,1,0,33,1,0,0,0,0,0,0,1,0,0,88,0,0,1,1993,Müzisyen,İngiliz,1,1,0,0,0,"Pillowtalk, One Direction çıkışı, R&B pop",0,0,0,0,0,0,Yay,0,0,0,ramen,8.8,0,0,0,0,0,0,0,0,0,0,1,0
Nikola Jokić,1,0,31,0,0,0,0,0,0,0,0,1,0,94,211,0,1,1995,Sporcu,Sırp,1,0,0,0,0,"Denver Nuggets, pasör pivot, NBA MVP",0,0,0,0,0,0,İkizler,0,0,0,salad,0.0,0,0,0,0,0,0,0,0,0,1,1,0
John Searle,1,0,94,0,0,0,0,0,0,0,0,0,0,82,0,1,0,1932,Filozof,Amerikalı,0,0,0,0,0,"Chinese Room, zihin felsefesi, konuşma edimleri",0,0,0,0,0,0,Yengeç,0,1,1,noodle,0.0,0,0,0,0,0,0,0,1,0,0,0,0
Ngũgĩ wa Thiong'o,1,0,88,1,0,0,0,0,0,0,0,0,0,82,0,1,1,1938,Yazar,Kenyalı,0,0,0,0,0,"Decolonising the Mind, Gikuyu dili, sömürge sonrası roman",0,0,0,0,0,0,Oğlak,1,0,1,sushi,0.0,0,0,0,0,0,0,0,1,0,0,0,0
Chinua Achebe,1,0,96,1,0,0,0,0,0,0,0,0,0,88,0,1,0,1930,Yazar,Nijeryalı,1,1,0,0,0,"Things Fall Apart, Afrika romanı, Igbo kültürü",0,0,0,0,0,0,Koç,0,1,0,salad,0.0,0,0,0,0,0,0,0,0,1,0,1,0
Mansur Ark,1,0,61,1,1,0,0,0,0,0,1,0,0,76,0,1,1,1965,Müzisyen,Türk,1,0,0,0,0,"Maalesef, Gazla Gitsin, 90'lar pop-dans",0,0,0,0,0,0,Koç,0,0,0,gözleme,7.6,0,0,0,0,0,0,0,0,0,0,1,1
Norah Jones,1,0,47,0,0,0,0,0,0,0,1,0,0,86,0,1,1,1979,Müzisyen,Amerikalı,0,0,0,0,0,"Don't Know Why, Come Away With Me, caz-pop sakinliği",0,0,0,0,0,0,Yengeç,0,1,1,falafel,8.6,0,0,0,0,0,0,0,0,0,0,0,0
Emin Çölaşan,1,0,84,1,1,0,0,0,0,0,0,0,0,78,0,0,1,1942,Gazeteci,Türk,0,0,0,0,0,"Hürriyet yazıları, Sözcü köşesi, muhalif gazetecilik",0,0,0,0,0,0,Boğa,0,0,1,döner,0.0,0,0,0,0,0,0,0,0,0,0,0,0
